id,name,price,location_lat,location_long,score_upvotes,score_views,creator_id,creator_is_premium,tags,start,end
270,felis sed interdum,,32.534536,-101.844284,1188,9504,e2457bc0-bf03-4ea6-8e33-e71ba0054f82,FALSE,Ameliorated|Mandatory|De-engineered,2021-10-12T18:22:29Z,
271,eget vulputate ut ultrices,,33.558697,-102.104344,2096,6288,8f45dcd9-c421-48b4-be41-ef456db8d317,FALSE,,2021-04-25T09:24:42,2021-06-13T14:49:55
272,pede morbi,,31.956065,-95.866967,1066,5330,1f3ee387-11b8-4303-a0ab-848c69c4ae8e,FALSE,methodology|data-warehouse,2021-08-15T15:35:35,2021-12-10T17:48:37
273,duis bibendum felis sed interdum venenatis,22.66,34.038207,-97.026134,2239,24629,e093babe-a3e6-4d76-93f2-7f4a4c0e1c34,FALSE,capability|analyzer|client-server,2021-07-16T18:24:57,2021-07-20T18:10:43
274,erat nulla,,29.573953,-96.27475,2051,18459,c3ecddf0-47bb-4e74-b619-1e0f9a484d3b,TRUE,open system|support|discrete|asynchronous|Future-proofed,2021-03-27T11:48:37Z,
275,neque aenean auctor gravida sem,,32.415453,-101.430903,2171,21710,78873f21-6dd4-4376-932b-5bab566f9d90,FALSE,bandwidth-monitored|Horizontal|Face to face|bi-directional|tangible,2021-05-29T22:15:12,2021-06-25T06:56:01
276,justo sollicitudin ut suscipit a feugiat,35.69,31.017659,-96.109322,177,1947,f1b192eb-c1dd-44a8-9763-55542bbab0ce,TRUE,web-enabled|Switchable|Cross-group,2021-02-16T20:32:42,2021-07-01T02:34:06
277,turpis integer aliquet massa id lobortis convallis,,31.65266,-94.777684,357,3570,2166e356-5ceb-4221-878a-7003f07d4305,FALSE,dedicated|intangible|leverage,2021-10-11T19:02:15Z,
278,sit amet turpis elementum ligula vehicula,,30.832001,-101.303174,680,5440,822a9449-5560-4545-a9e4-d714648a883a,FALSE,extranet|hardware|groupware|Fundamental|Streamlined,2021-02-06T06:34:32,2021-05-19T02:40:03
279,aenean sit amet justo morbi ut odio,86.65,29.17716,-95.101569,1415,15565,de6398d3-0497-4b70-ad02-b1a323122344,FALSE,Vision-oriented|analyzer|local area network|maximized|infrastructure,2021-07-17T15:48:20,2021-09-01T10:11:19
280,felis fusce,23.08,29.952425,-95.946976,2471,22239,4906d4d7-957d-4efb-9a2f-b2eb038d1be4,FALSE,exuding|discrete|Reverse-engineered,2021-03-25T07:55:56Z,
281,in felis,72.27,30.800922,-94.559709,1205,3615,60133693-2739-4735-8d4d-82147563b8a3,FALSE,emulation|groupware|implementation|Quality-focused|middleware,2021-02-11T22:10:58,2021-11-02T04:31:23
282,sagittis sapien cum,95.68,34.633191,-100.277875,159,1590,46a696f6-0437-4135-98fa-d4fc537c159c,TRUE,optimal|Re-engineered,2021-08-08T11:35:33,2021-11-03T06:25:20
283,sem sed sagittis nam congue risus semper porta,96.58,32.843637,-94.168124,251,2761,27133b3d-5eb6-47c2-ba1f-fd2c5f34246d,FALSE,tangible|zero tolerance|Advanced|implementation,2021-06-25T15:07:21Z,
284,massa donec dapibus duis at velit,35.92,33.69543,-103.396422,533,2132,ed449495-57ae-47fa-9745-9e4f72de9129,TRUE,projection|process improvement,2021-01-20T08:53:20,2021-06-30T02:46:44
285,orci pede venenatis non sodales sed tincidunt,50.16,29.395486,-100.553474,2093,10465,cd4a143f-8de1-4de5-a11e-3d08614c5bc1,FALSE,analyzer,2021-07-10T10:34:07,2021-11-17T21:19:06
286,etiam justo,50.23,33.442626,-96.965292,472,3304,acc8d024-3592-445e-b66f-b0f04e52d5af,FALSE,Mandatory,2021-05-16T22:11:34,2021-11-30T04:41:02
287,ut massa volutpat convallis,,31.292065,-101.551937,2253,11265,044fac35-1be9-4eaa-97d3-b0b13845a5a3,FALSE,24 hour|framework,2021-06-06T20:27:03,2021-10-17T14:39:50
288,orci luctus et ultrices posuere cubilia curae mauris,76.19,29.146824,-101.108252,155,620,19b0fcdf-505d-431e-b428-760ef867a8a1,TRUE,monitoring,2021-08-15T19:59:45,2021-09-05T05:35:25
289,nisi venenatis,57.67,34.11093,-98.273783,1846,20306,870937bf-d8bc-4b6a-a579-b4a8072e92cd,TRUE,Configurable,2021-09-08T19:27:11Z,
290,hendrerit at vulputate vitae nisl aenean lectus pellentesque,37.38,34.197269,-99.211722,2699,13495,8d55abc3-949e-47bd-954e-4fba771ee941,TRUE,3rd generation|Persistent|Function-based,2021-05-29T02:40:35,2021-10-03T04:23:55
291,ultrices posuere,50.56,34.705192,-100.386743,975,3900,f93abdff-be05-467e-bd22-902e1893a33f,FALSE,Down-sized|Advanced|Realigned|customer loyalty,2021-05-02T13:57:17,2021-07-01T23:05:00
292,justo in blandit ultrices enim,91.52,31.352715,-103.595676,1530,13770,33eb4b2b-a840-4ea6-b62b-a23674af1c68,FALSE,scalable,2021-01-31T09:17:01,2021-11-21T21:29:33
293,vestibulum vestibulum ante ipsum primis in,,32.124431,-97.282309,806,4030,44c7ba6b-9f28-4a4d-aa75-e65209f854f4,TRUE,interactive|3rd generation|Cloned|Multi-lateral|Fully-configurable,2021-06-23T07:49:06,2021-10-04T03:56:59
294,a nibh in quis justo maecenas rhoncus aliquam,63.8,32.56308,-102.78547,1016,6096,2c93c65a-0c38-4537-a2a4-4da132228059,FALSE,parallelism|core,2021-06-16T05:59:21,2021-12-29T18:34:13
295,in sapien iaculis congue vivamus metus arcu,,34.342701,-100.853974,1892,18920,27e74d2f-11ff-408e-be9e-e5ed72e4a821,FALSE,Upgradable|Multi-layered|grid-enabled|Networked,2021-04-03T19:49:58,2021-08-20T09:49:10
296,felis ut at dolor quis,,30.526059,-98.74722,2490,9960,35051796-1f9c-49e9-bd7e-f208ec6d2b40,TRUE,Operative|application,2021-03-05T01:35:47,2021-08-05T12:06:56
297,vulputate nonummy maecenas,96.58,33.705661,-104.082418,386,1544,d3732503-edb9-494c-9050-fafcbd45c6ec,FALSE,local|full-range,2021-06-11T22:45:14,2021-09-25T10:08:15
298,id ligula suspendisse,7.93,32.507567,-97.968378,1087,7609,8ae2a4d7-2ee5-4706-bc7e-390b21bd9876,FALSE,contingency|reciprocal,2021-03-25T12:31:43,2021-08-02T22:33:46
299,hac habitasse platea dictumst maecenas ut,,34.455923,-96.545189,1499,5996,fcf30079-2b68-4ea7-a137-67305027779b,FALSE,protocol|adapter|Profit-focused|Universal|time-frame,2021-01-29T21:09:49,2021-06-19T18:14:25
300,erat nulla,,32.324801,-101.873951,2319,25509,54c393cf-c5f5-469c-9690-dffb6333b3be,TRUE,human-resource,2021-08-13T16:56:52,2021-09-16T06:24:26
301,ultrices erat tortor sollicitudin,51.52,30.171111,-103.653284,61,732,11df25eb-c9d8-4f74-a403-500d81500594,FALSE,client-driven,2021-08-28T07:41:41,2021-10-05T12:11:12
302,ligula pellentesque ultrices phasellus id sapien in,,33.405841,-97.472493,882,8820,60a5fcd6-9cd8-4239-9b68-e885254ec503,FALSE,interface|task-force,2021-08-13T09:31:23,2021-08-24T06:15:55
303,nunc proin at turpis a pede posuere nonummy,61.17,31.365922,-102.9062,526,5786,a121684a-8f7d-47c5-b941-a0b782e80561,TRUE,challenge|tangible,2021-04-09T15:05:35,2021-06-20T01:42:07
304,in felis,28.81,33.451385,-95.890555,623,2492,98f44f01-1001-4305-9f38-dca48af44ac4,FALSE,User-centric|algorithm,2021-03-24T12:02:26,2021-11-04T22:06:31
305,nibh quisque id,48.71,34.510665,-98.268912,1217,7302,3fb1c2e5-8d2f-4eff-905f-fac16d0ca0a4,TRUE,6th generation|analyzer|Diverse|Vision-oriented|Cross-platform,2021-01-29T04:36:55,2021-05-03T13:53:12
306,id turpis integer aliquet massa id lobortis,,29.760975,-97.168595,175,1750,f5c93bd4-d290-4819-a820-ecadb5c11975,TRUE,Face to face|encompassing|Self-enabling|Upgradable|mission-critical,2021-12-15T20:29:21,2021-12-30T03:44:46
307,ac lobortis,4.98,31.356652,-102.49922,842,8420,973cdcfd-7c91-499b-a48d-0ccd46f95a28,FALSE,holistic,2021-01-29T14:03:27,2021-12-24T10:52:49
308,scelerisque quam turpis,,29.944724,-97.209039,1683,6732,7696bc74-e499-4789-b3cf-5444ebe8cbdd,TRUE,Self-enabling|Right-sized|implementation,2021-06-30T14:16:01,2021-10-05T22:23:58
309,placerat praesent blandit nam nulla integer pede justo,39.49,32.39981,-103.519122,847,4235,08ec7307-9ec7-402b-aa24-dcbb5efeabbe,FALSE,capacity|framework|local|Decentralized,2021-07-17T02:50:32,2021-11-10T14:04:40
310,ante nulla justo aliquam quis,85.27,30.544389,-99.887053,196,1568,9d5e84c5-5522-499a-9920-8b9b5528bb4c,TRUE,static|heuristic,2021-01-12T14:54:51Z,
311,nisi nam ultrices libero non mattis pulvinar nulla,,32.945571,-104.754414,1427,7135,1bfa0101-1580-4453-a4ca-96331fbf2f5b,FALSE,fresh-thinking|impactful|Distributed|actuating|utilisation,2021-04-19T06:03:50,2021-05-21T15:38:07
312,lobortis ligula sit,,34.982476,-98.428855,1838,9190,1d38f51c-0ef4-4975-b0a6-a553c47824ac,FALSE,Focused|zero administration|demand-driven,2021-05-31T13:50:08,2021-10-20T12:05:28
313,congue risus semper,50.71,32.114495,-101.081881,1784,17840,65707af2-7efa-4af6-9b8f-c44a02830efd,FALSE,Graphic Interface|asynchronous|full-range,2021-03-22T17:00:47,2021-10-15T02:31:04
314,habitasse platea dictumst morbi vestibulum velit,,30.379901,-104.732854,2171,13026,4722ae48-8a46-462a-9978-4777f48be1df,TRUE,orchestration|intermediate|software|Universal,2021-03-01T11:34:27,2021-12-27T02:05:38
315,massa tempor convallis nulla neque libero convallis eget,34.56,33.225384,-98.319634,769,3076,478fcbb3-7d4a-4785-a71f-afd910c70cf6,FALSE,Polarised|Visionary|zero defect,2021-06-11T03:51:14,2021-11-27T06:55:48
316,in hac habitasse,,34.910505,-95.70294,683,6147,8d3532e2-1aef-4d3f-af65-6cea9504df4a,FALSE,challenge|5th generation|Proactive|Compatible,2021-02-20T20:34:11Z,
317,luctus cum sociis natoque,,30.744298,-103.393651,2121,23331,66b9036a-331f-4798-8436-d62543d372e8,FALSE,success|Ergonomic|process improvement|Devolved|4th generation,2021-03-19T18:47:01,2021-06-12T09:24:23
318,nec nisi vulputate nonummy maecenas,97.49,32.787581,-103.725848,547,4923,dec7bc35-a213-4d3d-9742-c8272a11b011,TRUE,Up-sized|3rd generation|Synergized,2021-02-12T21:10:51,2021-06-29T00:43:44
319,nisi volutpat eleifend,22.82,29.081481,-96.005145,434,5208,702669d9-169e-4c8b-9670-2a39b1fd31f6,FALSE,Virtual|Business-focused|cohesive|6th generation|orchestration,2021-04-03T04:20:59,2021-06-09T01:59:13
320,turpis a pede,15.31,31.699377,-100.49142,2176,23936,074fd1cd-c1f2-4112-b551-7346e3e15dc7,TRUE,Switchable|intranet|empowering,2021-07-01T18:19:13,2021-11-08T19:23:49
321,augue a suscipit nulla elit,17.85,32.124028,-98.083945,1645,6580,a8fd0c0d-e4ae-4d79-9da9-c3cd027ef16c,TRUE,Programmable|Team-oriented|6th generation,2021-05-11T03:43:16,2021-09-20T21:15:19
322,feugiat et eros vestibulum ac est lacinia,2.76,29.285526,-97.443,1645,19740,ca142fc4-ef5b-46cb-9b22-d4c2a3754e54,TRUE,Proactive|Realigned|high-level|hierarchy,2021-01-16T16:12:29,2021-11-05T16:31:58
323,semper rutrum nulla,91.25,31.391939,-97.126958,2072,22792,7e98a465-cafc-41ad-8b60-e6c2401b46f8,TRUE,Enterprise-wide|knowledge user|Reverse-engineered,2021-02-04T18:45:18,2021-06-03T16:45:00
324,elit proin risus praesent lectus vestibulum,8.76,29.498674,-102.270861,2159,17272,1d658ef1-a329-4899-8a62-fa550258578d,FALSE,Customer-focused,2021-02-23T14:05:14,2021-03-02T06:19:23
325,sit amet consectetuer,35.11,32.052721,-95.557928,2238,11190,226e1d5e-c1f5-4adc-9ec8-79211e091201,TRUE,archive|moratorium|internet solution|extranet,2021-03-19T02:49:41,2021-06-02T11:59:41
326,duis mattis egestas metus aenean fermentum donec ut,5.89,30.584738,-104.675016,1332,9324,805f2801-df3a-4908-99e5-f5fc1f9f6ac3,FALSE,zero defect|algorithm|maximized|collaboration|motivating,2021-07-18T04:56:06Z,
327,nascetur ridiculus mus vivamus vestibulum sagittis,,34.252397,-94.148294,210,630,311fdd2c-f0cd-43db-9578-fb05937bece8,TRUE,Face to face|incremental|matrices|architecture,2021-05-29T16:07:41,2021-12-19T15:27:45
328,pede morbi porttitor lorem id ligula,,31.474952,-104.664363,633,2532,08e4dbec-9a8b-4c2a-8025-06615d666a47,TRUE,system-worthy|real-time|Digitized|Right-sized,2021-06-24T19:19:12,2021-08-22T23:59:27
329,congue elementum in hac habitasse platea,80.33,32.794909,-97.688977,1366,16392,534535c3-9528-4ab5-a513-a16609c677c9,TRUE,artificial intelligence|Synergistic,2021-03-13T04:23:04,2021-10-14T14:49:35
330,nisi vulputate nonummy maecenas tincidunt lacus at velit,42.08,30.416639,-102.131076,1453,13077,fa5557ec-5246-474c-a14e-94938f8e64cc,TRUE,neutral|local,2021-04-30T10:51:15,2021-12-26T03:54:26
331,orci luctus et ultrices posuere cubilia curae,93.41,30.070912,-103.85709,1524,16764,c5f1cc2a-ae8d-48a5-9d24-ae8a564772f7,TRUE,Horizontal|adapter,2021-03-26T08:43:05,2021-06-25T15:21:03
332,at velit eu est congue elementum in,10.32,30.548934,-100.571114,753,9036,9db2512c-aedd-41fd-a8cb-b56973df944d,FALSE,flexibility,2021-04-11T01:13:45,2021-08-04T16:55:16
333,eu sapien cursus vestibulum proin eu,,33.783496,-101.335431,1999,5997,18d68355-9480-4bb6-a908-84ac35ee8051,FALSE,intermediate|tangible|encompassing,2021-05-07T16:15:01,2021-12-11T07:00:38
334,amet turpis elementum ligula vehicula consequat morbi,74.23,31.124864,-99.715757,424,3816,3e36e628-f594-4e87-ab2b-60e2fca4fbc7,TRUE,empowering|discrete|bifurcated,2021-04-08T22:53:50,2021-04-16T10:35:18
335,amet sem fusce,74.29,33.74675,-102.614709,2142,19278,85704559-9e8e-4f35-b83a-e78a45aa1d2a,FALSE,Horizontal|6th generation|Total|data-warehouse|Compatible,2021-08-16T02:19:36,2021-08-18T23:16:43
336,id turpis integer aliquet massa id,5.28,31.155992,-94.924887,1081,12972,7e836d4f-2606-447a-bec9-37334a6a90e8,FALSE,Inverse|Re-contextualized|flexibility|focus group|Diverse,2021-03-15T16:52:24,2021-04-06T08:52:19
337,donec vitae,,34.405983,-98.402287,1209,6045,bada177d-5a48-4e77-9b64-88cae7dfc7e6,TRUE,Decentralized,2021-03-10T12:28:33,2021-05-17T11:16:46
338,magna ac consequat metus sapien,51.12,30.173438,-97.157499,2027,20270,436863a6-e2c8-4f1f-bff6-1d356e806cb9,TRUE,firmware|infrastructure|Organized|Organic|tertiary,2021-09-13T15:01:34,2021-11-25T22:00:57
339,molestie nibh in lectus pellentesque at nulla suspendisse,55.16,32.638432,-96.6271,1925,21175,af03369f-198b-4632-8317-1f6bb22b7d9e,TRUE,homogeneous|Balanced,2021-08-10T18:37:56,2021-11-28T09:54:11
340,ac neque,48.8,30.905318,-99.198575,1970,13790,9d74703d-4128-4f5e-b8a6-ce73b6bbf8ac,FALSE,contextually-based|task-force,2021-12-15T19:13:14,2021-12-17T17:25:54
341,dui nec nisi volutpat eleifend donec,,32.864054,-100.147652,949,4745,1bd627e1-4639-4dea-acde-d0776af06f64,FALSE,solution-oriented|scalable|intermediate|Polarised,2021-08-01T02:20:34Z,
342,justo sit amet sapien dignissim vestibulum,17.38,33.802471,-99.7742,1949,7796,dc4fb9c5-51c1-48a2-88f3-c05e74e7b6f6,TRUE,Visionary,2021-06-20T23:32:32Z,
343,vestibulum sagittis sapien cum,,32.815443,-102.635249,1809,9045,566c9c15-790f-4ba7-b529-73ed0962af8d,FALSE,zero administration|interactive|open system,2021-01-17T16:08:36,2021-07-20T00:51:32
344,ridiculus mus vivamus,71.91,34.395133,-104.994432,1604,8020,d1e4f289-4394-4beb-b208-423c727de84f,FALSE,,2021-06-28T05:57:50,2021-06-30T09:56:55
345,ultrices posuere cubilia curae mauris viverra diam,25.52,33.951529,-101.423834,2113,19017,d140a077-0e8e-47a4-b252-361b7f8648e7,TRUE,task-force|function|Compatible,2021-10-15T23:24:52,2021-12-23T00:46:36
346,lorem vitae mattis nibh ligula nec,57.46,30.535962,-104.479121,1101,3303,d87d6892-da9e-45c7-ba15-f0e49cf46880,FALSE,,2021-07-13T22:49:21,2021-10-07T03:14:37
347,vestibulum ante ipsum primis in faucibus orci,84.59,29.525415,-98.404421,930,6510,7e12806e-f72b-4be3-823c-67f5feb7ceac,FALSE,multimedia|Programmable|radical,2021-03-17T23:12:12,2021-04-09T02:20:18
348,in faucibus orci,,32.090216,-100.528775,1758,15822,cb90b020-1ed2-4d96-ad4c-01b5c870e242,TRUE,strategy,2021-09-19T05:43:53,2021-10-15T01:50:23
349,morbi odio odio elementum eu,72.81,29.491527,-99.77448,2119,6357,e2295ff3-13cc-4829-8f94-dd9f2e0b1e7a,FALSE,cohesive|knowledge base|monitoring|modular|Distributed,2021-08-09T10:20:58,2021-10-11T13:41:37
350,vel est,22.36,31.020805,-95.333388,1620,8100,74b08990-34b9-40c0-89ff-bf9e63d8096a,FALSE,bandwidth-monitored|6th generation,2021-05-06T22:53:59,2021-08-24T21:01:21
351,vehicula condimentum curabitur in libero,,32.308597,-101.33551,2531,17717,3e23ec41-37c0-47eb-a92c-fb7023d5adc8,TRUE,data-warehouse|approach|needs-based|access|explicit,2021-08-26T19:01:57,2021-09-18T07:34:00
352,nisi volutpat,91.43,31.954177,-104.415595,1054,12648,9bb9c686-5ad8-4d5a-bb7d-597e226ddf58,TRUE,maximized|Versatile|projection|asymmetric,2021-05-05T21:31:43,2021-11-02T07:02:13
353,nec nisi vulputate,45.72,31.632854,-104.9405,986,2958,70c21629-aa89-4251-9b4e-19c7a45b2cf0,FALSE,client-driven|Reverse-engineered|static|scalable|full-range,2021-05-01T23:19:17,2021-10-19T13:07:51
354,morbi ut,43.55,30.348133,-96.513975,1567,6268,5d87e0ed-b9c6-405a-8998-32984d32eccc,TRUE,,2021-04-25T02:15:14,2021-12-23T18:37:45
355,aliquet pulvinar,12.33,32.67768,-97.84459,1865,16785,28e3c68f-99d9-48ce-ab31-d4d3dc7ab6ac,FALSE,concept|leverage|Monitored|local,2021-03-11T22:22:51,2021-10-07T23:26:39
356,in hac,,34.304925,-103.229406,1433,10031,5885d846-bdbf-42d9-b90b-ffdd58d664ea,TRUE,Realigned,2021-03-09T00:05:41Z,
357,rhoncus sed vestibulum sit amet cursus,,32.521705,-101.447089,777,5439,76ac3609-aec9-4449-b212-d89f9fce1372,FALSE,empowering|middleware,2021-12-17T01:33:56Z,
358,sapien non mi integer ac,20.73,31.258303,-100.516274,2524,25240,3ad70d94-90e4-4da2-ab3e-de78c21dd5ec,TRUE,local area network|Reverse-engineered,2021-01-25T08:34:06,2021-05-18T22:18:08
359,nunc nisl duis bibendum felis sed,21.55,30.936407,-101.281196,41,328,987e628c-fba4-449b-8ef3-0ab04051d3c1,FALSE,interactive|executive|definition|moratorium,2021-03-17T13:07:43,2021-03-21T07:47:43
360,maecenas pulvinar lobortis est,47.37,31.882983,-102.249261,910,5460,6cfc18b7-6fca-4024-816a-ea963b2b56e4,TRUE,Up-sized|Managed|Ameliorated|directional,2021-03-30T07:21:31Z,
361,nulla dapibus dolor vel est donec odio,,33.964201,-98.521053,1747,6988,4996c435-8d33-4cfa-b211-9681ab4e032e,FALSE,,2021-05-19T20:11:23,2021-10-24T05:36:57
362,in hac habitasse platea dictumst,98.34,31.550136,-95.74921,663,3315,1ad8c1c5-2a20-4380-b2e9-8ca72506daf1,TRUE,Compatible,2021-05-17T06:39:28,2021-11-16T23:00:03
363,euismod scelerisque quam,32.44,30.048998,-103.090538,1297,12970,8252514e-aed2-4ad4-a9e6-07da1c91de90,TRUE,Reduced|Cross-platform|context-sensitive|secondary|contingency,2021-09-25T22:24:21,2021-11-16T02:52:30
364,sed tristique in tempus sit amet sem,29.41,33.393122,-97.205287,90,450,b1d17255-76bf-4f65-8fed-62c6915fa512,FALSE,Optimized|Front-line|discrete|info-mediaries,2021-02-27T19:14:43,2021-07-13T17:51:46
365,nunc commodo placerat,50.72,34.137651,-95.823304,1412,12708,8dcd9faa-d654-4619-be03-8ccd33fb552f,TRUE,orchestration|zero tolerance|multimedia|Diverse|Phased,2021-12-28T19:14:57Z,
366,sit amet lobortis sapien,73.96,33.075658,-100.831305,2596,25960,72dc81fb-f745-4156-bbb4-7995ece7ff2c,TRUE,fresh-thinking|uniform|leverage|leverage|info-mediaries,2021-01-29T04:41:07,2021-04-25T04:00:54
367,quis turpis,90.94,31.54147,-101.947441,1374,6870,99bfb8f5-c304-4fd1-abd9-058f58856089,TRUE,Reduced|Reverse-engineered|Organized|Virtual|open system,2021-09-26T11:38:15,2021-11-03T19:46:55
368,vel nulla eget eros,32.44,34.114277,-97.166277,1554,18648,22d15877-c217-4cef-99be-a4148590a264,FALSE,Reverse-engineered|Centralized|empowering|needs-based,2021-04-07T23:51:08,2021-11-13T12:09:23
369,condimentum neque sapien placerat ante nulla justo,,33.093811,-99.53518,307,3684,799dfbd7-99f8-42c3-be75-09f6cf1bf357,TRUE,demand-driven|groupware|info-mediaries|Distributed,2021-03-01T05:32:40,2021-09-06T04:14:53
370,in hac habitasse platea dictumst etiam faucibus,50.58,29.474277,-98.114185,1375,12375,603431eb-bf3c-43f6-a410-426124a0ea94,FALSE,User-friendly,2021-03-02T08:30:19,2021-07-10T14:23:36
371,maecenas rhoncus aliquam lacus morbi quis tortor id,43.26,31.536597,-99.497797,1283,8981,a1bf938d-fa28-4e45-a6d7-5cdc14d88f2d,FALSE,,2021-01-17T20:19:12,2021-05-23T21:48:22
372,consectetuer adipiscing elit,73.41,31.340793,-100.604341,537,1611,b8dd8a98-4a75-4d5e-9a8f-a0ae37dad665,TRUE,Right-sized|5th generation|policy|array,2021-09-28T06:57:40,2021-11-09T05:50:25
373,ultrices aliquet maecenas,,32.249589,-101.022008,579,2895,d63e5d85-9785-4a6e-8703-bb2e588bd8fa,FALSE,Realigned|optimizing|parallelism,2021-03-17T06:57:43,2021-10-19T16:36:48
374,sapien ut nunc vestibulum ante ipsum primis in,32.17,31.958178,-95.130373,209,2299,ddf33c0b-b42f-4e1c-ba21-18c346c47254,FALSE,solution-oriented|Configurable|methodical|extranet|toolset,2021-06-10T10:15:48,2021-09-25T17:36:01
375,viverra eget congue,17,34.616675,-97.183398,22,242,04e0829d-357d-478c-b24f-b59be1880a50,TRUE,attitude-oriented|Customizable,2021-02-05T01:16:29,2021-12-03T13:33:07
376,libero quis orci nullam molestie nibh in,,33.486059,-96.412975,964,10604,24171e8e-aa9a-4d3a-8c1b-708f62b4b4dd,TRUE,task-force|directional|Reactive|attitude|hub,2021-12-19T11:04:21Z,
377,sapien non mi integer ac neque,,32.627747,-100.060794,1918,13426,82dac63d-50b6-4f13-b5ea-90502bbf7470,FALSE,Monitored,2021-01-01T02:08:32,2021-06-07T01:41:28
378,neque duis bibendum morbi non,41.67,33.952149,-97.514436,1841,7364,d211d42f-ecd1-4afc-97e4-29af52c09c71,TRUE,Synergistic|Multi-lateral|functionalities,2021-01-22T05:38:21,2021-02-21T00:49:42
379,nulla mollis molestie,,33.513767,-104.025416,2046,10230,1ce09c54-8e31-4582-84f8-6c0030ac0921,TRUE,throughput,2021-02-03T16:08:40,2021-10-15T04:54:10
380,rutrum at lorem integer tincidunt ante vel ipsum,34.35,30.594714,-98.563141,673,4711,ef826228-51bd-47fe-99c9-742c15c6d687,TRUE,definition|upward-trending,2021-06-25T02:06:20,2021-10-10T12:20:55
381,massa quis,,34.060158,-96.085801,919,11028,e89de3e7-30dd-4f89-91a5-7b24885b7211,TRUE,client-driven,2021-10-18T10:56:20,2021-12-02T09:19:38
382,hac habitasse platea dictumst maecenas ut massa quis,91.01,29.680861,-95.700125,578,3468,cb51d782-b083-4119-9a21-b3aa18735ecb,FALSE,uniform|Cross-platform|stable,2021-10-16T17:56:44,2021-11-01T03:39:24
383,sed justo,34.18,32.334926,-100.743899,1505,9030,72c1777d-4489-4753-bf3f-28b679a2bcd1,FALSE,solution-oriented|Devolved|core,2021-03-01T17:32:39Z,
384,consequat varius integer ac leo,67.38,32.660744,-101.88074,883,5298,80a333c5-b362-4955-8f76-0677eede24a3,FALSE,background|standardization|flexibility|logistical,2021-06-28T00:06:06,2021-09-06T14:05:31
385,faucibus accumsan odio,,31.227491,-94.08572,680,8160,60ead395-52d5-4cea-b56d-bbce0f033fa1,TRUE,motivating|encryption|analyzing,2021-02-25T01:35:30,2021-08-11T02:32:34
386,morbi non,44.59,29.023029,-96.110877,2486,22374,84da2ba9-d820-4cba-80b9-e456cb36df8d,TRUE,logistical|pricing structure|Switchable|Operative|multimedia,2021-04-10T19:22:44Z,
387,congue diam id ornare imperdiet sapien,,32.4124,-100.328271,1487,10409,8f10b073-e6d8-46c9-a8ee-725ddb9f421b,FALSE,,2021-02-02T12:35:06,2021-11-05T23:30:31
388,lacus at turpis donec posuere metus vitae ipsum,89.33,31.188242,-104.899171,249,1992,ee27738f-e992-464e-8898-981ceb6c9041,FALSE,Inverse|multi-tasking,2021-01-28T19:22:12,2021-03-05T00:27:06
389,etiam faucibus cursus urna ut,7.66,31.580912,-96.035849,1801,5403,817f7cc8-aaaf-4b9f-86ed-a0888fdc2c13,TRUE,project|User-friendly|user-facing,2021-01-08T20:45:42,2021-05-18T15:08:49
390,sapien arcu sed augue aliquam,97.79,29.911815,-102.378536,2463,14778,cc60f254-5cba-48d4-b1c1-9a483d164e10,FALSE,Function-based,2021-02-10T20:27:37Z,
391,a ipsum integer a nibh in quis justo,,31.257755,-104.653155,313,2817,37e39c5f-b5cd-43e3-a0fa-567679150923,TRUE,collaboration|moderator,2021-08-06T18:43:27,2021-12-21T09:36:27
392,et ultrices,51.7,29.828446,-94.059044,1376,11008,99c4006c-5787-4ca8-861a-db1b05f30e11,TRUE,synergy|optimizing,2021-11-24T22:35:45Z,
393,metus arcu adipiscing,82.52,29.366752,-99.067052,1981,7924,03072708-cd08-462d-ad8a-b72d7a1c9f2b,FALSE,attitude-oriented|Integrated,2021-05-03T01:26:02,2021-12-17T10:26:03
394,amet eros suspendisse accumsan tortor quis turpis,90.64,31.677613,-104.390426,1785,7140,47bcb274-92a9-4521-a955-9de087c1f6a2,TRUE,process improvement|definition|6th generation|composite,2021-08-30T10:11:32,2021-09-16T12:00:47
395,in quam fringilla rhoncus mauris enim leo rhoncus,98.15,34.137661,-94.800649,98,1078,9d851fc3-b6fb-4ffe-86d8-d2c839bfa891,FALSE,hierarchy|global,2021-07-14T03:22:54,2021-08-11T21:45:41
396,pede morbi porttitor lorem id ligula suspendisse,33.59,32.513617,-101.373911,691,2073,31f0088a-e987-48d5-beab-c239a511eac4,TRUE,complexity|Distributed,2021-02-12T06:13:58,2021-11-16T13:03:29
397,magnis dis parturient,1.98,33.371921,-96.333159,199,1592,7016045d-e7bc-4613-9793-b32fc85e8f85,TRUE,strategy|Programmable,2021-02-26T03:20:40,2021-04-03T16:07:16
398,est congue elementum in hac,58.98,31.835529,-95.154439,2570,7710,0f977a86-323b-4144-806c-340fb986234a,FALSE,6th generation|Synergized|bifurcated,2021-01-05T07:47:29,2021-09-04T21:55:02
399,platea dictumst morbi vestibulum velit id pretium,91.24,29.658677,-104.325431,366,2562,b686777d-db60-4274-b9d9-0f86f5e9cc02,TRUE,Compatible|empowering|homogeneous,2021-03-10T11:11:41,2021-09-03T13:33:54
